ID,age,gender,ethnicity,school,TIME,Duration (in seconds),lat,long,Company,Regard,Privacy,Recommend
235,3,1,3,9,4:00,3857,40.72140503,-74.00520325,Facebook,6,9,9
236,3,1,2,4,7:00,387,33.9230957,-118.1396027,Facebook,6,7,7
237,1,1,1,5,8:00,511,39.99299622,-82.99849701,Facebook,3,0,5
238,3,1,5,8,8:00,516,40.76370239,-73.77249908,Facebook,4,2,5
239,2,1,2,9,15:00,900,44.90159607,-122.9223022,Facebook,5,1,5
240,2,1,1,8,4:00,269,38.77009583,-77.63210297,Facebook,6,5,7
241,3,1,1,7,6:00,369,36.11129761,-115.2790985,Facebook,5,2,9
242,3,1,1,7,20:00,1237,34.22810364,-84.1780014,Facebook,2,3,1
243,4,1,1,8,8:00,519,40.3117981,-88.146698,Facebook,6,5,9
244,4,2,1,8,7:00,14793,40.75059509,-73.82039642,Facebook,4,8,6
1,2,2,5,5,2:00,132,21.34300232,-157.934906,Instagram,4,7,7
2,3,1,1,8,4:00,228,40.44059753,-79.99590302,Instagram,4,5,5
3,3,1,1,8,4:00,285,39.59750366,-84.15599823,Instagram,4,0,0
4,4,1,1,8,4:00,251,37.75100708,-97.8219986,Instagram,5,7,7
5,2,2,1,9,5:00,274,28.02879333,-82.76889801,Instagram,7,8,7
6,2,2,1,8,5:00,303,40.4651947,-74.23069763,Instagram,7,10,10
7,3,1,1,5,5:00,311,34.0493927,-118.2640991,Instagram,7,8,10
8,2,1,1,5,5:00,304,41.36799622,-72.45639801,Instagram,1,0,0
9,3,1,1,3,5:00,338,35.61889648,-120.7668991,Instagram,4,2,0
10,2,2,2,3,5:00,319,34.0144043,-117.2771988,Instagram,5,5,8
11,3,1,1,5,5:00,301,32.84260559,-105.9890976,Instagram,3,5,5
12,2,2,1,8,4:00,258,34.0493927,-118.2640991,Instagram,5,9,9
13,4,1,1,8,5:00,319,40.73170471,-73.9885025,Instagram,5,6,6
14,3,2,1,8,6:00,388,38.11289978,-122.1331024,Instagram,7,2,10
15,4,2,1,8,6:00,381,41.10339355,-104.905899,Instagram,4,5,5
16,3,1,1,8,7:00,411,28.2118988,-80.75830078,Instagram,1,1,5
17,2,1,3,4,7:00,403,40.0256958,-74.89160156,Instagram,7,10,10
18,3,1,1,8,7:00,393,39.27839661,-76.55699921,Instagram,4,5,3
19,2,1,1,8,7:00,422,32.94900513,-96.43450165,Instagram,3,6,4
20,3,1,1,5,7:00,418,40.76179504,-73.32929993,Instagram,7,1,7
21,5,2,1,8,6:00,383,39.73510742,-75.66840363,Instagram,5,5,5
22,3,2,1,10,6:00,368,29.63130188,-82.58139801,Instagram,7,5,10
23,3,1,1,8,7:00,431,30.79170227,-81.57309723,Instagram,5,5,10
24,4,1,1,8,6:00,340,29.42410278,-98.49359894,Instagram,6,6,7
25,2,1,1,8,6:00,369,-12.98330688,-38.51669312,Instagram,5,7,8
26,3,1,1,8,6:00,393,34.020401,-84.24449921,Instagram,3,6,4
27,3,1,3,8,6:00,411,40.72140503,-74.00520325,Instagram,6,7,7
28,2,1,1,8,8:00,445,45.67990112,-89.34600067,Instagram,3,4,1
29,2,1,1,4,6:00,376,35.47799683,-120.4891052,Instagram,2,4,4
30,2,2,1,7,8:00,476,33.37759399,-112.3873978,Instagram,6,10,8
31,3,2,3,8,7:00,435,34.07640076,-118.2626038,Instagram,6,9,9
32,2,1,2,8,8:00,482,33.43569946,-111.917099,Instagram,5,4,10
33,3,2,3,8,7:00,454,45.02850342,-93.29889679,Instagram,7,10,10
34,2,2,1,8,7:00,434,36.10780334,-86.76899719,Instagram,6,5,8
35,3,2,1,8,7:00,461,41.603302,-87.75469971,Instagram,2,1,0
36,2,1,5,5,6:00,401,29.55569458,-95.63349915,Instagram,6,3,8
37,2,2,1,4,7:00,468,36.09860229,-95.92880249,Instagram,5,8,7
38,3,1,1,4,7:00,387,39.9315033,-91.38400269,Instagram,1,1,0
39,3,1,1,11,9:00,522,10.31669617,-72.3167038,Instagram,4,3,2
40,3,1,1,8,9:00,493,43.043396,-87.89450073,Instagram,5,5,5
41,2,2,1,8,9:00,513,26.69630432,-81.94290161,Instagram,3,7,4
42,4,2,1,9,9:00,513,39.0223999,-94.31569672,Instagram,5,6,3
43,3,1,5,8,9:00,515,33.89990234,-117.4404984,Instagram,4,4,5
44,3,1,1,4,7:00,381,40.4066925,-80.1108017,Instagram,6,8,8
45,5,2,1,9,9:00,495,40.78849792,-84.03359985,Instagram,1,2,1
46,3,1,1,8,9:00,518,39.31610107,-76.57520294,Instagram,3,3,6
47,3,2,1,9,8:00,474,36.09710693,-95.96269989,Instagram,3,5,5
48,3,2,1,4,9:00,542,30.50349426,-88.14320374,Instagram,4,5,5
49,3,1,1,8,8:00,489,42.29240417,-85.69080353,Instagram,3,6,2
50,5,2,1,8,8:00,518,0,0,Instagram,1,5,0
51,4,1,1,7,8:00,509,44.45239258,-73.18409729,Instagram,5,5,7
52,4,2,1,8,8:00,522,42.52160645,-83.16329956,Instagram,5,5,6
53,2,2,1,8,7:00,462,30.290802,-81.63300323,Instagram,7,9,10
54,4,2,1,9,9:00,569,34.2868042,-118.6139984,Instagram,6,4,6
55,2,2,5,5,8:00,532,33.74740601,-117.9938965,Instagram,6,8,7
56,6,1,1,5,10:00,548,42.20930481,-70.93260193,Instagram,1,0,0
57,2,1,1,5,6:00,324,30.09829712,-95.35700226,Instagram,5,6,7
58,3,1,1,4,9:00,545,28.15109253,-82.46150208,Instagram,3,1,5
59,3,1,1,4,8:00,481,47.63549805,-122.3235016,Instagram,5,6,8
60,3,1,1,9,9:00,539,37.75100708,-97.8219986,Instagram,6,6,6
61,3,1,3,8,10:00,619,25.7631073,-80.19110107,Instagram,6,9,8
62,6,2,1,8,9:00,581,34.28529358,-92.14859772,Instagram,4,5,10
63,2,1,1,9,9:00,560,40.55990601,-115.6155014,Instagram,1,1,2
64,6,2,1,7,9:00,551,45.52879333,-122.3590012,Instagram,4,0,0
65,3,1,5,8,7:00,441,40.28300476,-74.62169647,Instagram,4,5,6
66,3,1,1,7,10:00,606,43.89880371,-69.97250366,Instagram,7,8,10
67,3,1,3,8,8:00,479,28.53109741,-80.85230255,Instagram,7,10,10
68,3,2,1,5,11:00,612,42.33180237,-83.3710022,Instagram,7,9,7
69,3,2,1,11,10:00,575,10.31669617,-72.3167038,Instagram,7,8,9
70,4,1,1,8,11:00,609,40.76179504,-73.32929993,Instagram,6,3,6
71,3,2,1,8,8:00,465,40.79100037,-73.92559814,Instagram,7,7,10
72,3,2,2,9,11:00,637,25.70140076,-80.35820007,Instagram,7,10,10
73,3,1,1,10,10:00,594,40.77619934,-73.95480347,Instagram,6,5,9
74,2,1,1,4,9:00,513,41.77589417,-72.52149963,Instagram,7,7,10
75,5,2,1,8,11:00,662,45.67410278,-122.4714966,Instagram,3,0,5
76,3,2,1,5,6:00,376,25.78059387,-80.18260193,Instagram,5,6,6
77,3,1,1,8,10:00,614,33.50799561,-112.1253967,Instagram,4,3,5
78,3,1,1,10,10:00,614,29.7203064,-95.31390381,Instagram,4,0,2
79,3,1,1,9,9:00,524,42.63389587,-71.29570007,Instagram,2,2,0
80,2,1,1,8,8:00,519,34.62480164,-112.4219971,Instagram,4,0,5
81,2,2,1,8,10:00,626,38.77009583,-77.63210297,Instagram,5,7,7
82,4,2,1,8,11:00,694,41.49729919,-81.4713974,Instagram,5,4,6
83,4,2,1,6,9:00,594,45.3217926,-122.5231018,Instagram,2,2,0
84,2,1,1,8,11:00,630,29.73950195,-95.38790131,Instagram,6,9,8
85,3,1,2,8,9:00,529,26.21589661,-98.32530212,Instagram,1,1,0
86,5,2,1,4,12:00,704,34.15390015,-117.9918976,Instagram,4,5,6
87,2,2,1,8,6:00,327,42.01060486,-87.66860199,Instagram,6,8,8
88,3,1,1,8,5:00,287,37.27220154,-121.8435974,Instagram,7,7,9
89,2,2,1,5,11:00,646,41.15319824,-85.48100281,Instagram,4,5,5
90,3,2,5,7,8:00,472,26.36520386,127.758606,Instagram,7,10,10
91,3,2,1,4,5:00,277,39.61720276,-75.86779785,Instagram,7,7,5
92,2,1,1,8,11:00,645,40.76269531,-73.3227005,Instagram,3,5,9
93,4,2,4,5,12:00,753,40.86849976,-73.83940125,Instagram,4,8,0
94,5,2,1,8,11:00,695,48.18530273,-121.6777954,Instagram,4,5,1
95,6,2,1,8,12:00,706,41.61230469,-86.13809967,Instagram,4,0,0
96,3,2,3,8,12:00,741,29.79629517,-95.3266983,Instagram,5,5,7
97,2,1,1,5,8:00,469,36.41540527,-83.70659637,Instagram,4,4,5
98,3,1,1,8,9:00,552,36.63549805,-88.28299713,Instagram,2,2,0
99,3,1,1,8,13:00,781,40.7644043,-74.18789673,Instagram,7,6,8
100,2,2,2,7,10:00,624,36.16900635,-94.45639801,Instagram,5,4,6
101,3,1,1,8,12:00,749,42.73350525,-87.87319946,Instagram,7,8,10
102,2,1,3,5,10:00,600,33.62219238,-84.52310181,Instagram,5,1,7
103,4,2,3,9,13:00,765,38.83779907,-77.00090027,Instagram,5,7,9
104,3,1,1,9,10:00,610,40.72140503,-74.00520325,Instagram,7,10,10
105,3,1,1,8,14:00,819,38.77009583,-77.63210297,Instagram,2,8,7
106,3,1,1,5,9:00,573,43.87660217,-95.12770081,Instagram,2,4,0
107,3,2,1,8,14:00,862,45.52340698,-122.6762009,Instagram,5,5,8
108,5,1,1,9,10:00,619,29.86880493,-95.53800201,Instagram,4,5,0
109,3,1,1,4,7:00,388,29.98219299,-95.17759705,Instagram,5,9,9
110,4,2,3,8,13:00,786,43.06219482,-76.13790131,Instagram,6,4,10
111,2,1,1,7,4:00,213,38.58309937,-121.4920959,Instagram,7,3,3
112,4,1,1,8,8:00,479,35.0440979,-106.8904037,Instagram,6,5,8
113,3,2,5,7,5:00,313,39.08979797,-77.06109619,Instagram,2,6,0
114,4,2,1,8,15:00,888,34.040802,-84.16649628,Instagram,4,4,4
115,3,1,1,7,12:00,716,35.68760681,-77.16609955,Instagram,3,1,0
116,5,2,1,6,14:00,873,41.14819336,-81.47360229,Instagram,4,0,0
117,5,1,1,8,10:00,619,19.3302002,100.2496948,Instagram,6,9,7
118,3,1,3,4,13:00,786,36.1882019,-94.23729706,Instagram,5,7,7
119,5,1,1,4,13:00,729,33.2507019,-86.9210968,Instagram,4,3,1
120,3,2,1,9,15:00,895,35.07679749,-82.43609619,Instagram,5,2,1
121,3,1,1,9,15:00,913,40.71279907,-73.29620361,Instagram,1,2,1
122,3,1,3,9,6:00,353,40.7322998,-74.07540131,Instagram,7,10,9
123,5,1,1,5,16:00,948,34.99650574,-82.3286972,Instagram,4,1,5
124,2,1,5,8,15:00,867,40.89630127,-74.15129852,Instagram,7,6,10
125,2,1,1,8,16:00,920,40.52999878,-74.22059631,Instagram,6,5,7
126,5,2,2,5,16:00,994,28.0381012,-80.6115036,Instagram,1,0,0
127,3,2,3,7,17:00,1013,41.56350708,-93.78420258,Instagram,5,6,8
128,3,2,1,5,18:00,1067,27.51480103,-80.31089783,Instagram,5,10,10
129,2,1,1,4,7:00,390,40.71499634,-111.8934021,Instagram,5,5,0
130,4,2,1,8,5:00,283,35.17869568,-89.75650024,Instagram,5,7,6
131,3,1,1,5,18:00,1093,41.70910645,-87.75959778,Instagram,5,1,6
132,3,1,1,9,6:00,405,42.97419739,-78.84809875,Instagram,2,2,6
133,3,1,1,9,8:00,446,34.19650269,-118.8188019,Instagram,7,8,8
134,3,1,1,5,7:00,367,42.28900146,-83.36859894,Instagram,4,1,5
135,2,2,3,5,19:00,1093,34.13589478,-117.155304,Instagram,4,4,6
136,2,2,1,5,19:00,1141,40.09790039,-75.10780334,Instagram,5,5,9
137,2,2,1,5,18:00,1069,36.26429749,-95.82769775,Instagram,1,5,1
138,2,2,1,5,18:00,1107,40.10049438,-74.72029877,Instagram,2,4,2
139,3,1,1,8,5:00,276,47.82090759,-122.3151016,Instagram,4,6,3
140,6,1,1,5,20:00,1182,42.69290161,-87.8042984,Instagram,4,5,5
141,2,1,1,9,8:00,456,42.88639832,-78.87809753,Instagram,4,5,6
142,5,1,1,8,7:00,426,40.71429443,-74.0059967,Instagram,3,3,6
143,3,2,1,11,10:00,614,40.73080444,-73.99749756,Instagram,6,6,8
144,3,1,3,8,11:00,642,35.186203,-80.74790192,Instagram,7,9,9
145,5,1,1,9,21:00,1237,42.42810059,-71.05460358,Instagram,3,5,5
146,3,2,1,4,12:00,730,27.94749451,-81.92040253,Instagram,5,5,3
147,2,1,4,5,13:00,762,46.84880066,-92.20320129,Instagram,5,3,6
148,4,2,1,11,21:00,1247,30.37609863,-91.17829895,Instagram,4,0,0
149,2,1,1,8,8:00,528,39.38699341,-74.62169647,Instagram,6,7,8
150,3,1,1,9,8:00,426,40.72140503,-74.00520325,Instagram,7,10,10
151,2,2,1,3,10:00,587,25.78059387,-80.18260193,Instagram,3,6,6
152,3,1,1,7,13:00,826,43.53669739,-96.6984024,Instagram,4,2,6
153,3,1,1,5,11:00,673,41.42790222,-71.53639984,Instagram,1,0,0
154,3,1,1,7,10:00,634,33.57369995,-80.35610199,Instagram,1,0,0
155,2,1,2,8,6:00,353,31.15029907,-85.41139984,Instagram,3,2,4
156,3,1,2,5,13:00,816,25.73629761,-80.40440369,Instagram,6,7,4
157,4,2,1,8,7:00,421,39.07000732,-108.5376968,Instagram,4,1,5
158,4,2,1,5,14:00,827,42.0796051,-71.03820038,Instagram,6,7,10
159,2,1,5,8,12:00,737,39.93589783,-75.15339661,Instagram,4,1,4
160,5,1,1,9,13:00,781,33.82049561,-116.4586029,Instagram,6,5,5
161,6,1,3,7,7:00,420,30.290802,-81.63300323,Instagram,7,9,10
162,3,1,1,5,20:00,1215,40.10299683,-74.9414978,Instagram,4,5,0
163,3,1,1,8,6:00,380,36.17590332,-86.80930328,Instagram,2,3,0
164,2,1,1,8,8:00,481,42.88639832,-78.87809753,Instagram,6,9,9
165,3,2,1,5,14:00,842,28.00979614,-81.93370056,Instagram,3,5,5
166,2,1,1,5,11:00,700,27.43930054,-82.52140045,Instagram,1,4,0
167,3,1,3,5,24:00:00,1440,36.13330078,-86.80370331,Instagram,4,5,1
168,4,2,1,9,13:00,799,31.02909851,-97.85350037,Instagram,5,5,3
169,3,1,5,8,14:00,857,41.2348938,-96.0490036,Instagram,3,8,5
170,2,2,1,8,7:00,461,38.77009583,-77.63210297,Instagram,7,8,8
171,6,2,1,5,26:00:00,1526,30.52520752,-84.33209991,Instagram,4,0,0
172,2,2,3,8,27:00:00,1612,10.31669617,-72.3167038,Instagram,7,5,7
173,2,1,1,4,7:00,375,42.98750305,-82.46659851,Instagram,2,5,5
174,5,2,1,7,8:00,462,28.62939453,-81.36190033,Instagram,2,4,2
175,3,1,1,7,8:00,453,37.75100708,-97.8219986,Instagram,6,6,6
176,3,1,1,9,6:00,379,34.19650269,-118.8188019,Instagram,7,8,8
177,3,2,1,8,10:00,605,38.90420532,-77.03199768,Instagram,6,8,7
178,4,1,1,7,12:00,735,34.12229919,-117.7142944,Instagram,6,4,9
179,3,2,1,9,10:00,598,39.91229248,-75.15329742,Instagram,4,4,6
180,4,1,1,8,11:00,689,32.26860046,-111.0021973,Instagram,1,1,0
181,2,2,1,9,13:00,824,30.46769714,-84.13169861,Instagram,6,7,7
182,4,1,1,8,24:00:00,1447,44.27600098,-88.3730011,Instagram,4,4,5
183,6,1,1,8,11:00,623,40.92720032,-74.30390167,Instagram,4,0,0
184,5,2,1,4,15:00,883,44.45320129,-83.54090118,Instagram,4,1,5
185,3,1,1,5,4:00,203,30.63110352,-88.2818985,Instagram,5,10,4
186,3,1,1,5,4:00,264,39.73510742,-75.66840363,Instagram,5,8,3
187,2,1,1,8,23:00,1363,25.78059387,-80.18260193,Instagram,6,4,8
188,2,1,1,5,9:00,505,45.65109253,-111.1776962,Instagram,3,5,4
189,3,2,1,5,6:00,349,43.01390076,-71.43520355,Instagram,6,8,10
190,2,1,5,8,5:00,276,40.74969482,-73.85340118,Instagram,4,4,6
191,3,1,1,4,11:00,650,29.06550598,-95.38279724,Instagram,5,5,7
192,3,3,1,8,7:00,473,38.2631073,-90.56890106,Instagram,2,2,5
193,3,2,1,8,15:00,845,39.7696991,-76.65630341,Instagram,4,0,0
194,3,1,1,5,7:00,378,27.77879333,-82.68229675,Instagram,2,5,5
195,3,1,5,8,8:00,470,40.74000549,-73.93609619,Instagram,6,4,8
196,4,1,1,7,12:00,720,37.35400391,-76.74669647,Instagram,1,2,4
197,2,2,1,7,9:00,540,42.65800476,-83.18430328,Instagram,2,0,0
198,2,1,2,7,13:00,751,39.48849487,-88.35959625,Instagram,7,7,10
199,3,1,1,10,24:00:00,1465,33.67480469,-111.9518967,Instagram,6,8,9
200,3,2,3,5,10:00,579,34.3401947,-89.48329926,Instagram,1,3,0
201,2,2,1,8,9:00,506,23.72900391,90.41119385,Instagram,6,9,9
202,3,2,1,7,9:00,537,29.96800232,-90.02929688,Instagram,4,4,5
203,4,2,1,8,5:00,319,42.72860718,-83.14759827,Instagram,5,6,2
204,2,1,3,8,9:00,530,14.57530212,-60.97450256,Instagram,6,3,6
205,5,2,3,9,13:00,773,28.21580505,-82.6595993,Instagram,4,5,6
206,3,2,1,6,11:00,680,44.94290161,-123.0350952,Instagram,3,4,1
207,3,2,1,7,11:00,689,41.15690613,-85.05560303,Instagram,3,3,0
208,4,2,3,5,14:00,840,40.90829468,-73.83460236,Instagram,3,3,8
209,3,2,5,7,11:00,692,38.68389893,-121.052597,Instagram,5,1,6
210,3,2,5,8,11:00,652,43.01229858,-81.23069763,Instagram,1,5,1
211,3,2,1,8,12:00,726,42.63420105,-72.6026001,Instagram,3,3,0
212,4,2,1,6,12:00,732,32.90829468,-97.42829895,Instagram,6,4,10
213,2,1,1,7,9:00,561,41.33869934,-72.69069672,Instagram,5,7,8
214,2,2,3,8,13:00,803,30.61309814,-96.32170105,Instagram,5,4,5
215,3,2,1,5,3:00,212,40.50990295,-85.62640381,Instagram,6,7,4
216,4,2,5,8,10:00,617,32.23129272,-95.29579926,Instagram,4,5,6
217,3,1,1,8,20:00,1177,33.9828949,-84.32420349,Instagram,5,7,7
218,5,2,1,5,18:00,1081,40.25939941,-81.9641037,Instagram,7,4,5
219,3,2,1,9,7:00,418,43.13110352,-88.33589935,Instagram,6,7,8
220,4,2,1,3,14:00,887,39.90559387,-75.48739624,Instagram,4,6,5
221,2,1,1,7,7:00,462,43.51899719,-96.73220062,Instagram,3,0,4
222,4,2,1,5,6:00,389,38.34150696,-82.51799774,Instagram,5,3,7
