ID,age,gender,ethnicity,school,TIME,Duration (in seconds),lat,long,FB_Regard_Rating,FB_Privacy_Rating,FB_Recommend,Insta_Regard_Rating,Insta_Privacy_Rating,Insta_Recommend,WA_Regard_Rating,WA_Privacy_Rating,WA_Recommend
1,2,2,5,5,02:00,132,21.34300232,-157.934906,2,7,5,4,7,7,2,5,7
2,3,1,1,8,04:00,228,40.44059753,-79.99590302,3,2,4,4,5,5,4,0,5
3,3,1,1,8,04:00,285,39.59750366,-84.15599823,4,5,1,4,0,0,4,0,0
4,4,1,1,8,04:00,251,37.75100708,-97.8219986,5,8,7,5,7,7,6,8,8
5,2,2,1,9,05:00,274,28.02879333,-82.76889801,7,8,7,7,8,7,5,1,1
6,2,2,1,8,05:00,303,40.4651947,-74.23069763,7,6,10,7,10,10,1,0,0
7,3,1,1,5,05:00,311,34.0493927,-118.2640991,6,5,9,7,8,10,1,5,5
8,2,1,1,5,05:00,304,41.36799622,-72.45639801,1,0,0,1,0,0,4,0,0
9,3,1,1,3,05:00,338,35.61889648,-120.7668991,6,1,5,4,2,0,1,2,0
10,2,2,2,3,05:00,319,34.0144043,-117.2771988,3,2,5,5,5,8,4,4,5
11,3,1,1,5,05:00,301,32.84260559,-105.9890976,6,8,9,3,5,5,4,2,5
12,2,2,1,8,04:00,258,34.0493927,-118.2640991,7,7,8,5,9,9,7,8,8
13,4,1,1,8,05:00,319,40.73170471,-73.9885025,5,6,6,5,6,6,5,7,6
14,3,2,1,8,06:00,388,38.11289978,-122.1331024,2,1,4,7,2,10,2,3,0
15,4,2,1,8,06:00,381,41.10339355,-104.905899,6,8,10,4,5,5,4,5,5
16,3,1,1,8,07:00,411,28.2118988,-80.75830078,1,0,1,1,1,5,4,5,5
17,2,1,3,4,07:00,403,40.0256958,-74.89160156,1,1,4,7,10,10,1,0,0
18,3,1,1,8,07:00,393,39.27839661,-76.55699921,5,7,3,4,5,3,4,7,1
19,2,1,1,8,07:00,422,32.94900513,-96.43450165,2,7,5,3,6,4,3,6,4
20,3,1,1,5,07:00,418,40.76179504,-73.32929993,1,1,0,7,1,7,7,2,10
21,5,2,1,8,06:00,383,39.73510742,-75.66840363,5,5,6,5,5,5,2,4,4
22,3,2,1,10,06:00,368,29.63130188,-82.58139801,7,4,10,7,5,10,1,0,0
23,3,1,1,8,07:00,431,30.79170227,-81.57309723,7,2,10,5,5,10,1,0,0
24,4,1,1,8,06:00,340,29.42410278,-98.49359894,6,5,7,6,6,7,6,7,8
25,2,1,1,8,06:00,369,-12.98330688,-38.51669312,6,6,6,5,7,8,6,7,9
26,3,1,1,8,06:00,393,34.020401,-84.24449921,4,7,5,3,6,4,2,4,6
27,3,1,3,8,06:00,411,40.72140503,-74.00520325,5,7,6,6,7,7,6,10,10
28,2,1,1,8,08:00,445,45.67990112,-89.34600067,3,5,2,3,4,1,1,0,0
29,2,1,1,4,06:00,376,35.47799683,-120.4891052,3,4,4,2,4,4,4,3,5
30,2,2,1,7,08:00,476,33.37759399,-112.3873978,2,2,1,6,10,8,1,0,0
31,3,2,3,8,07:00,435,34.07640076,-118.2626038,6,6,6,6,9,9,3,4,3
32,2,1,2,8,08:00,482,33.43569946,-111.917099,5,1,10,5,4,10,7,10,10
33,3,2,3,8,07:00,454,45.02850342,-93.29889679,1,3,2,7,10,10,6,7,8
34,2,2,1,8,07:00,434,36.10780334,-86.76899719,5,6,9,6,5,8,4,5,0
35,3,2,1,8,07:00,461,41.603302,-87.75469971,1,1,0,2,1,0,2,5,5
36,2,1,5,5,06:00,401,29.55569458,-95.63349915,6,3,9,6,3,8,5,6,8
37,2,2,1,4,07:00,468,36.09860229,-95.92880249,6,6,10,5,8,7,4,5,2
38,3,1,1,4,07:00,387,39.9315033,-91.38400269,7,9,10,1,1,0,1,1,0
39,3,1,1,11,09:00,522,10.31669617,-72.3167038,3,5,4,4,3,2,5,6,4
40,3,1,1,8,09:00,493,43.043396,-87.89450073,1,4,0,5,5,5,4,0,0
41,2,2,1,8,09:00,513,26.69630432,-81.94290161,7,8,10,3,7,4,1,0,1
42,4,2,1,9,09:00,513,39.0223999,-94.31569672,5,7,3,5,6,3,2,1,0
43,3,1,5,8,09:00,515,33.89990234,-117.4404984,3,4,3,4,4,5,4,1,0
44,3,1,1,4,07:00,381,40.4066925,-80.1108017,5,3,6,6,8,8,1,5,5
45,5,2,1,9,09:00,495,40.78849792,-84.03359985,6,8,8,1,2,1,1,0,1
46,3,1,1,8,09:00,518,39.31610107,-76.57520294,2,1,3,3,3,6,4,0,0
47,3,2,1,9,08:00,474,36.09710693,-95.96269989,7,9,10,3,5,5,4,5,7
48,3,2,1,4,09:00,542,30.50349426,-88.14320374,5,3,8,4,5,5,1,0,0
49,3,1,1,8,08:00,489,42.29240417,-85.69080353,2,1,7,3,6,2,2,5,5
50,5,2,1,8,08:00,518,0,0,1,0,3,1,5,0,1,5,0
51,4,1,1,7,08:00,509,44.45239258,-73.18409729,5,9,10,5,5,7,1,8,0
52,4,2,1,8,08:00,522,42.52160645,-83.16329956,5,3,7,5,5,6,1,0,0
53,2,2,1,8,07:00,462,30.290802,-81.63300323,6,9,8,7,9,10,5,10,9
54,4,2,1,9,09:00,569,34.2868042,-118.6139984,6,6,10,6,4,6,1,1,5
55,2,2,5,5,08:00,532,33.74740601,-117.9938965,6,2,4,6,8,7,2,3,0
56,6,1,1,5,10:00,548,42.20930481,-70.93260193,5,4,4,1,0,0,1,0,0
57,2,1,1,5,06:00,324,30.09829712,-95.35700226,4,6,5,5,6,7,4,2,0
58,3,1,1,4,09:00,545,28.15109253,-82.46150208,5,5,10,3,1,5,5,5,6
59,3,1,1,4,08:00,481,47.63549805,-122.3235016,2,1,4,5,6,8,2,5,5
60,3,1,1,9,09:00,539,37.75100708,-97.8219986,5,6,7,6,6,6,6,8,6
61,3,1,3,8,10:00,619,25.7631073,-80.19110107,7,8,8,6,9,8,6,9,8
62,6,2,1,8,09:00,581,34.28529358,-92.14859772,6,3,10,4,5,10,1,0,0
63,2,1,1,9,09:00,560,40.55990601,-115.6155014,3,1,8,1,1,2,1,6,1
64,6,2,1,7,09:00,551,45.52879333,-122.3590012,6,5,7,4,0,0,4,8,5
65,3,1,5,8,07:00,441,40.28300476,-74.62169647,6,3,6,4,5,6,5,3,6
66,3,1,1,7,10:00,606,43.89880371,-69.97250366,1,9,3,7,8,10,2,10,6
67,3,1,3,8,08:00,479,28.53109741,-80.85230255,7,10,10,7,10,10,1,0,0
68,3,2,1,5,11:00,612,42.33180237,-83.3710022,7,9,9,7,9,7,1,0,0
69,3,2,1,11,10:00,575,10.31669617,-72.3167038,7,4,9,7,8,9,7,10,10
70,4,1,1,8,11:00,609,40.76179504,-73.32929993,1,0,0,6,3,6,1,0,0
71,3,2,1,8,08:00,465,40.79100037,-73.92559814,4,8,10,7,7,10,7,8,10
72,3,2,2,9,11:00,637,25.70140076,-80.35820007,7,10,10,7,10,10,7,10,10
73,3,1,1,10,10:00,594,40.77619934,-73.95480347,1,0,1,6,5,9,2,1,1
74,2,1,1,4,09:00,513,41.77589417,-72.52149963,7,10,10,7,7,10,7,9,10
75,5,2,1,8,11:00,662,45.67410278,-122.4714966,3,4,5,3,0,5,4,0,0
76,3,2,1,5,06:00,376,25.78059387,-80.18260193,4,6,7,5,6,6,5,9,8
77,3,1,1,8,10:00,614,33.50799561,-112.1253967,3,1,5,4,3,5,4,0,5
78,3,1,1,10,10:00,614,29.7203064,-95.31390381,4,0,7,4,0,2,3,9,5
79,3,1,1,9,09:00,524,42.63389587,-71.29570007,3,1,2,2,2,0,1,0,0
80,2,1,1,8,08:00,519,34.62480164,-112.4219971,2,7,2,4,0,5,4,0,5
81,2,2,1,8,10:00,626,38.77009583,-77.63210297,6,8,10,5,7,7,7,10,10
82,4,2,1,8,11:00,694,41.49729919,-81.4713974,1,0,0,5,4,6,1,0,0
83,4,2,1,6,09:00,594,45.3217926,-122.5231018,2,0,0,2,2,0,4,10,0
84,2,1,1,8,11:00,630,29.73950195,-95.38790131,7,8,9,6,9,8,6,10,8
85,3,1,2,8,09:00,529,26.21589661,-98.32530212,1,0,0,1,1,0,2,2,0
86,5,2,1,4,12:00,704,34.15390015,-117.9918976,5,4,7,4,5,6,1,4,5
87,2,2,1,8,06:00,327,42.01060486,-87.66860199,2,0,0,6,8,8,4,0,0
88,3,1,1,8,05:00,287,37.27220154,-121.8435974,6,8,8,7,7,9,1,3,0
89,2,2,1,5,11:00,646,41.15319824,-85.48100281,7,5,10,4,5,5,4,5,5
90,3,2,5,7,08:00,472,26.36520386,127.758606,1,1,0,7,10,10,1,1,0
91,3,2,1,4,05:00,277,39.61720276,-75.86779785,4,3,5,7,7,5,2,6,0
92,2,1,1,8,11:00,645,40.76269531,-73.3227005,3,4,8,3,5,9,2,5,5
93,4,2,4,5,12:00,753,40.86849976,-73.83940125,3,2,3,4,8,0,3,4,1
94,5,2,1,8,11:00,695,48.18530273,-121.6777954,2,3,6,4,5,1,6,9,9
95,6,2,1,8,12:00,706,41.61230469,-86.13809967,4,6,10,4,0,0,1,0,0
96,3,2,3,8,12:00,741,29.79629517,-95.3266983,2,2,5,5,5,7,5,3,10
97,2,1,1,5,08:00,469,36.41540527,-83.70659637,6,4,8,4,4,5,4,5,5
98,3,1,1,8,09:00,552,36.63549805,-88.28299713,1,0,0,2,2,0,1,5,0
99,3,1,1,8,13:00,781,40.7644043,-74.18789673,6,5,9,7,6,8,5,7,10
100,2,2,2,7,10:00,624,36.16900635,-94.45639801,1,2,0,5,4,6,4,3,0
101,3,1,1,8,12:00,749,42.73350525,-87.87319946,6,5,7,7,8,10,5,5,5
102,2,1,3,5,10:00,600,33.62219238,-84.52310181,1,1,6,5,1,7,6,3,9
103,4,2,3,9,13:00,765,38.83779907,-77.00090027,6,6,9,5,7,9,5,8,9
104,3,1,1,9,10:00,610,40.72140503,-74.00520325,6,9,8,7,10,10,7,10,10
105,3,1,1,8,14:00,819,38.77009583,-77.63210297,5,5,7,2,8,7,4,8,6
106,3,1,1,5,09:00,573,43.87660217,-95.12770081,2,2,0,2,4,0,2,7,1
107,3,2,1,8,14:00,862,45.52340698,-122.6762009,3,2,0,5,5,8,4,5,0
108,5,1,1,9,10:00,619,29.86880493,-95.53800201,3,5,5,4,5,0,4,5,5
109,3,1,1,4,07:00,388,29.98219299,-95.17759705,4,5,5,5,9,9,1,0,0
110,4,2,3,8,13:00,786,43.06219482,-76.13790131,5,6,8,6,4,10,4,5,0
111,2,1,1,7,04:00,213,38.58309937,-121.4920959,4,3,4,7,3,3,3,3,6
112,4,1,1,8,08:00,479,35.0440979,-106.8904037,4,1,6,6,5,8,4,5,5
113,3,2,5,7,05:00,313,39.08979797,-77.06109619,2,6,0,2,6,0,4,7,0
114,4,2,1,8,15:00,888,34.040802,-84.16649628,5,5,7,4,4,4,4,6,3
115,3,1,1,7,12:00,716,35.68760681,-77.16609955,1,2,0,3,1,0,2,1,0
116,5,2,1,6,14:00,873,41.14819336,-81.47360229,4,0,1,4,0,0,4,0,0
117,5,1,1,8,10:00,619,19.3302002,100.2496948,6,1,1,6,9,7,6,7,5
118,3,1,3,4,13:00,786,36.1882019,-94.23729706,5,6,8,5,7,7,4,7,5
119,5,1,1,4,13:00,729,33.2507019,-86.9210968,3,2,4,4,3,1,4,0,0
120,3,2,1,9,15:00,895,35.07679749,-82.43609619,2,0,6,5,2,1,4,5,0
121,3,1,1,9,15:00,913,40.71279907,-73.29620361,4,2,8,1,2,1,6,2,9
122,3,1,3,9,06:00,353,40.7322998,-74.07540131,6,9,9,7,10,9,7,9,9
123,5,1,1,5,16:00,948,34.99650574,-82.3286972,4,1,8,4,1,5,1,0,0
124,2,1,5,8,15:00,867,40.89630127,-74.15129852,5,5,6,7,6,10,4,5,0
125,2,1,1,8,16:00,920,40.52999878,-74.22059631,6,3,8,6,5,7,2,2,1
126,5,2,2,5,16:00,994,28.0381012,-80.6115036,5,5,10,1,0,0,4,0,0
127,3,2,3,7,17:00,1013,41.56350708,-93.78420258,5,1,7,5,6,8,1,0,0
128,3,2,1,5,18:00,1067,27.51480103,-80.31089783,6,5,10,5,10,10,1,0,0
129,2,1,1,4,07:00,390,40.71499634,-111.8934021,5,4,6,5,5,0,4,5,0
130,4,2,1,8,05:00,283,35.17869568,-89.75650024,6,5,5,5,7,6,4,5,0
131,3,1,1,5,18:00,1093,41.70910645,-87.75959778,3,1,5,5,1,6,4,5,5
132,3,1,1,9,06:00,405,42.97419739,-78.84809875,5,1,8,2,2,6,1,0,0
133,3,1,1,9,08:00,446,34.19650269,-118.8188019,4,7,6,7,8,8,7,8,8
134,3,1,1,5,07:00,367,42.28900146,-83.36859894,4,1,5,4,1,5,4,5,5
135,2,2,3,5,19:00,1093,34.13589478,-117.155304,4,3,5,4,4,6,2,5,5
136,2,2,1,5,19:00,1141,40.09790039,-75.10780334,5,6,7,5,5,9,5,2,7
137,2,2,1,5,18:00,1069,36.26429749,-95.82769775,5,6,5,1,5,1,1,0,0
138,2,2,1,5,18:00,1107,40.10049438,-74.72029877,4,4,7,2,4,2,2,3,0
139,3,1,1,8,05:00,276,47.82090759,-122.3151016,4,7,5,4,6,3,1,5,0
140,6,1,1,5,20:00,1182,42.69290161,-87.8042984,3,3,7,4,5,5,4,0,5
141,2,1,1,9,08:00,456,42.88639832,-78.87809753,5,8,7,4,5,6,6,9,8
142,5,1,1,8,07:00,426,40.71429443,-74.0059967,2,2,5,3,3,6,1,4,0
143,3,2,1,11,10:00,614,40.73080444,-73.99749756,5,4,7,6,6,8,5,9,9
144,3,1,3,8,11:00,642,35.186203,-80.74790192,6,7,7,7,9,9,1,5,0
145,5,1,1,9,21:00,1237,42.42810059,-71.05460358,4,5,8,3,5,5,6,7,9
146,3,2,1,4,12:00,730,27.94749451,-81.92040253,7,8,10,5,5,3,1,10,1
147,2,1,4,5,13:00,762,46.84880066,-92.20320129,2,3,5,5,3,6,5,7,5
148,4,2,1,11,21:00,1247,30.37609863,-91.17829895,1,0,0,4,0,0,5,2,7
149,2,1,1,8,08:00,528,39.38699341,-74.62169647,5,6,7,6,7,8,5,7,7
150,3,1,1,9,08:00,426,40.72140503,-74.00520325,7,10,10,7,10,10,7,10,10
151,2,2,1,3,10:00,587,25.78059387,-80.18260193,5,5,7,3,6,6,5,6,6
152,3,1,1,7,13:00,826,43.53669739,-96.6984024,3,1,3,4,2,6,4,5,0
153,3,1,1,5,11:00,673,41.42790222,-71.53639984,1,0,0,1,0,0,2,0,0
154,3,1,1,7,10:00,634,33.57369995,-80.35610199,5,1,5,1,0,0,1,0,5
155,2,1,2,8,06:00,353,31.15029907,-85.41139984,3,4,4,3,2,4,3,1,4
156,3,1,2,5,13:00,816,25.73629761,-80.40440369,6,3,3,6,7,4,6,5,5
157,4,2,1,8,07:00,421,39.07000732,-108.5376968,2,0,5,4,1,5,1,2,5
158,4,2,1,5,14:00,827,42.0796051,-71.03820038,7,6,10,6,7,10,4,4,5
159,2,1,5,8,12:00,737,39.93589783,-75.15339661,7,2,4,4,1,4,4,3,4
160,5,1,1,9,13:00,781,33.82049561,-116.4586029,4,5,6,6,5,5,6,6,6
161,6,1,3,7,07:00,420,30.290802,-81.63300323,7,10,10,7,9,10,7,10,10
162,3,1,1,5,20:00,1215,40.10299683,-74.9414978,5,7,6,4,5,0,1,5,0
163,3,1,1,8,06:00,380,36.17590332,-86.80930328,2,1,2,2,3,0,4,5,0
164,2,1,1,8,08:00,481,42.88639832,-78.87809753,7,9,10,6,9,9,6,9,9
165,3,2,1,5,14:00,842,28.00979614,-81.93370056,6,7,9,3,5,5,2,0,0
166,2,1,1,5,11:00,700,27.43930054,-82.52140045,1,2,0,1,4,0,1,5,0
167,3,1,3,5,24:00,1440,36.13330078,-86.80370331,6,9,9,4,5,1,4,5,5
168,4,2,1,9,13:00,799,31.02909851,-97.85350037,6,4,9,5,5,3,4,5,6
169,3,1,5,8,14:00,857,41.2348938,-96.0490036,7,9,10,3,8,5,7,5,10
170,2,2,1,8,07:00,461,38.77009583,-77.63210297,7,9,9,7,8,8,7,10,10
171,6,2,1,5,26:00,1526,30.52520752,-84.33209991,7,10,10,4,0,0,4,0,0
172,2,2,3,8,27:00,1612,10.31669617,-72.3167038,7,7,6,7,5,7,6,7,8
173,2,1,1,4,07:00,375,42.98750305,-82.46659851,6,3,9,2,5,5,2,5,5
174,5,2,1,7,08:00,462,28.62939453,-81.36190033,4,2,1,2,4,2,1,0,0
175,3,1,1,7,08:00,453,37.75100708,-97.8219986,3,7,2,6,6,6,2,5,0
176,3,1,1,9,06:00,379,34.19650269,-118.8188019,7,8,8,7,8,8,7,7,8
177,3,2,1,8,10:00,605,38.90420532,-77.03199768,2,7,7,6,8,7,6,8,9
178,4,1,1,7,12:00,735,34.12229919,-117.7142944,6,6,9,6,4,9,1,5,0
179,3,2,1,9,10:00,598,39.91229248,-75.15329742,3,0,5,4,4,6,2,1,0
180,4,1,1,8,11:00,689,32.26860046,-111.0021973,2,4,6,1,1,0,2,5,5
181,2,2,1,9,13:00,824,30.46769714,-84.13169861,2,4,6,6,7,7,4,5,0
182,4,1,1,8,24:00,1447,44.27600098,-88.3730011,4,3,5,4,4,5,5,6,7
183,6,1,1,8,11:00,623,40.92720032,-74.30390167,2,0,5,4,0,0,4,5,5
184,5,2,1,4,15:00,883,44.45320129,-83.54090118,3,1,8,4,1,5,2,0,0
185,3,1,1,5,04:00,203,30.63110352,-88.2818985,5,2,2,5,10,4,3,6,2
186,3,1,1,5,04:00,264,39.73510742,-75.66840363,4,2,6,5,8,3,4,0,0
187,2,1,1,8,23:00,1363,25.78059387,-80.18260193,4,4,3,6,4,8,7,9,10
188,2,1,1,5,09:00,505,45.65109253,-111.1776962,2,3,2,3,5,4,4,5,0
189,3,2,1,5,06:00,349,43.01390076,-71.43520355,7,9,10,6,8,10,4,5,5
190,2,1,5,8,05:00,276,40.74969482,-73.85340118,5,1,5,4,4,6,4,5,5
191,3,1,1,4,11:00,650,29.06550598,-95.38279724,6,8,10,5,5,7,2,0,5
192,3,3,1,8,07:00,473,38.2631073,-90.56890106,1,2,5,2,2,5,1,1,0
193,3,2,1,8,15:00,845,39.7696991,-76.65630341,7,7,10,4,0,0,4,0,0
194,3,1,1,5,07:00,378,27.77879333,-82.68229675,6,5,7,2,5,5,1,6,2
195,3,1,5,8,08:00,470,40.74000549,-73.93609619,3,3,3,6,4,8,2,0,0
196,4,1,1,7,12:00,720,37.35400391,-76.74669647,3,1,6,1,2,4,1,1,0
197,2,2,1,7,09:00,540,42.65800476,-83.18430328,2,0,1,2,0,0,2,5,5
198,2,1,2,7,13:00,751,39.48849487,-88.35959625,6,7,10,7,7,10,6,9,10
199,3,1,1,10,24:00,1465,33.67480469,-111.9518967,7,7,7,6,8,9,5,7,8
200,3,2,3,5,10:00,579,34.3401947,-89.48329926,7,7,10,1,3,0,1,0,0
201,2,2,1,8,09:00,506,23.72900391,90.41119385,7,7,10,6,9,9,6,6,5
202,3,2,1,7,09:00,537,29.96800232,-90.02929688,7,8,10,4,4,5,4,5,0
203,4,2,1,8,05:00,319,42.72860718,-83.14759827,5,7,10,5,6,2,1,5,5
204,2,1,3,8,09:00,530,14.57530212,-60.97450256,5,1,1,6,3,6,7,8,6
205,5,2,3,9,13:00,773,28.21580505,-82.6595993,6,8,8,4,5,6,4,6,0
206,3,2,1,6,11:00,680,44.94290161,-123.0350952,1,1,1,3,4,1,1,0,0
207,3,2,1,7,11:00,689,41.15690613,-85.05560303,7,7,10,3,3,0,2,5,0
208,4,2,3,5,14:00,840,40.90829468,-73.83460236,5,4,9,3,3,8,3,3,4
209,3,2,5,7,11:00,692,38.68389893,-121.052597,2,0,0,5,1,6,2,1,0
210,3,2,5,8,11:00,652,43.01229858,-81.23069763,1,1,1,1,5,1,1,5,0
211,3,2,1,8,12:00,726,42.63420105,-72.6026001,3,4,5,3,3,0,4,5,0
212,4,2,1,6,12:00,732,32.90829468,-97.42829895,6,3,10,6,4,10,4,5,7
213,2,1,1,7,09:00,561,41.33869934,-72.69069672,6,7,9,5,7,8,5,7,6
214,2,2,3,8,13:00,803,30.61309814,-96.32170105,7,8,10,5,4,5,7,10,10
215,3,2,1,5,03:00,212,40.50990295,-85.62640381,6,6,8,6,7,4,7,7,7
216,4,2,5,8,10:00,617,32.23129272,-95.29579926,4,4,1,4,5,6,1,0,0
217,3,1,1,8,20:00,1177,33.9828949,-84.32420349,4,6,8,5,7,7,6,5,9
218,5,2,1,5,18:00,1081,40.25939941,-81.9641037,4,0,5,7,4,5,1,0,0
219,3,2,1,9,07:00,418,43.13110352,-88.33589935,6,6,8,6,7,8,4,0,0
220,4,2,1,3,14:00,887,39.90559387,-75.48739624,4,5,5,4,6,5,2,0,0
221,2,1,1,7,07:00,462,43.51899719,-96.73220062,2,0,2,3,0,4,2,2,2
222,4,2,1,5,06:00,389,38.34150696,-82.51799774,2,3,4,5,3,7,1,1,0
223,5,1,1,7,18:00,1076,32.85740662,-96.87059784,5,7,6,5,9,8,1,0,0
224,4,1,5,10,08:00,510,39.27679443,-76.90149689,2,1,2,3,4,5,2,4,5
225,2,1,1,8,09:00,571,32.81480408,-96.87049866,7,7,10,7,3,7,7,8,10
226,5,1,1,5,08:00,473,37.76620483,-87.25910187,5,4,3,5,4,6,1,0,0
227,4,1,1,9,08:00,460,44.68490601,-92.88490295,2,3,1,5,5,5,1,0,0
228,3,2,1,9,07:00,396,37.34950256,-122.1163025,7,7,10,7,8,10,1,5,5
229,2,1,1,5,04:00,264,36.79679871,-76.17669678,7,5,6,1,1,0,4,0,0
230,3,1,1,8,10:00,607,42.65409851,-71.92199707,5,3,2,6,7,8,2,3,1
231,3,1,3,8,05:00,289,41.6934967,-87.61450195,3,9,5,3,8,3,4,2,1
232,3,2,1,6,10:00,574,37.68119812,-122.1344986,4,0,0,5,2,3,1,0,0
233,2,2,1,8,09:00,547,40.31489563,-86.89080048,4,0,5,6,7,7,1,5,5
234,4,2,3,8,11:00,654,37.50230408,-77.56929779,5,2,9,1,7,1,1,5,2
235,3,1,3,9,04:00,3857,40.72140503,-74.00520325,6,9,9,6,9,10,6,9,10
236,3,1,2,4,07:00,387,33.9230957,-118.1396027,6,7,7,1,2,2,6,2,8
237,1,1,1,5,08:00,511,39.99299622,-82.99849701,3,0,5,7,0,8,4,0,0
238,3,1,5,8,08:00,516,40.76370239,-73.77249908,4,2,5,1,2,0,5,6,7
239,2,1,2,9,15:00,900,44.90159607,-122.9223022,5,1,5,4,7,2,6,6,7
240,2,1,1,8,04:00,269,38.77009583,-77.63210297,6,5,7,7,9,9,7,10,10
241,3,1,1,7,06:00,369,36.11129761,-115.2790985,5,2,9,5,9,6,1,3,0
242,3,1,1,7,20:00,1237,34.22810364,-84.1780014,2,3,1,5,3,3,4,5,0
243,4,1,1,8,08:00,519,40.3117981,-88.146698,6,5,9,5,5,4,4,0,0
244,4,2,1,8,07:00,14793,40.75059509,-73.82039642,4,8,6,6,7,10,4,5,5
.,,,,,,,,,,,,,,,,,
